Registry,ID,Name,Type,Location,SDGs,Project Start Date,Credits Issued,Credits Retired,Project Website
CAR,CAR833,Pure Chem Domestic ODS Destruction Project #5,Ozone Depleting Substances - U.S.,US,[],2/8/2012,71821,0,http://www.purechemseparation.com
CAR,CAR496,Recology Hay Road LFG,Landfill Gas Capture/Combustion,US,[],7/30/2013,46295,0,
CAR,CAR628,Refex ODS California 2010,Ozone Depleting Substances - U.S.,US,[],11/6/2012,12510,0,http://www.refex.com
CAR,CAR818,RemTec International ODS Destruction Domestic Project #1,Ozone Depleting Substances - U.S.,US,[],7/23/2012,90214,0,http://www.remtec.net
CAR,CAR974,RemTec ODS Destruction Domestic Project #2,Ozone Depleting Substances - U.S.,US,[],12/29/2012,120267,0,http://www.remtec.net
CAR,CAR959,RR 2012 1,Ozone Depleting Substances - U.S.,US,[],9/6/2012,54497,0,
CAR,CAR462,Sioux Falls Regional Sanitary Landfill,Landfill Gas Capture/Combustion,US,[],1/21/2014,197913,0,http://www.terrapass.com
CAR,CAR806,Southern Generation,Livestock Gas Capture/Combustion,US,[],8/8/2013,8412,0,http://n/a
CAR,CAR843,"Sunny Farms Landfill, LLC",Landfill Gas Capture/Combustion,US,[],1/31/2014,50240,0,
CAR,CAR490,Sunny Knoll Farms,Livestock Gas Capture/Combustion,US,[],1/9/2013,2569,0,http://www.rcminternationalllc.com
CAR,CAR485,The Greenbrier Landfill Project,Landfill Gas Capture/Combustion,US,[],3/29/2013,13318,0,
CAR,CAR620,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,US,[],6/5/2013,23951,0,
CAR,CAR488,Windy Ridge Dairy,Livestock Gas Capture/Combustion,US,[],7/29/2013,14297,0,http://N/A
CAR,CAR906,WSO 2011 2,Ozone Depleting Substances - U.S.,US,[],3/27/2012,46215,0,
CAR,CAR471,Clinton County Landfill Methane Destruction Project,Landfill Gas Capture/Combustion,US,[],4/14/2012,86668,0,
CAR,CAR535,CMW Landfill Methane Reduction Project,Landfill Gas Capture/Combustion,US,[],7/4/2012,14247,0,
CAR,CAR905,Coolgas US ODS Project 1,Ozone Depleting Substances - U.S.,US,[],1/11/2012,125306,0,
CAR,CAR813,Coyne Farms,Livestock Gas Capture/Combustion,US,[],8/8/2012,707,0,
CAR,CAR786,ECC-ODS-CA-002,Ozone Depleting Substances - U.S.,US,[],9/27/2011,47593,0,
CAR,CAR784,ECC-ODS-PA-001,Ozone Depleting Substances - U.S.,US,[],8/29/2011,109653,0,
CAR,CAR804,EOS-CAR2011 Domestic,Ozone Depleting Substances - U.S.,US,[],5/23/2011,113474,0,http://www.eosclimate.com
CAR,CAR604,EOS-JA-09-01,Ozone Depleting Substances - U.S.,US,[],3/10/2011,176882,0,http://www.eosclimate.com
CAR,CAR831,Fessenden Dairy,Livestock Gas Capture/Combustion,US,[],8/1/2012,350,0,
CAR,CAR658,Finite Carbon - Brosnan Forest,Improved Forest Management,US,[],10/14/2013,10847,0,http://www.finitecarbon.com
CAR,CAR437,Meadow Branch Landfill,Landfill Gas Capture/Combustion,US,[],8/9/2012,10413,0,
CAR,CAR815,Methane Recovery in G-06 Swine Farm,Livestock - MX,MX,[],2/13/2012,575,0,http://www.kentsorensen.com
CAR,CAR836,Miedema Dairy,Livestock Gas Capture/Combustion,US,[],3/2/2012,1330,0,
CAR,CAR548,Newland Park Landfill,Landfill Gas Capture/Combustion,US,[],4/26/2011,8536,0,http://www.wicomicocounty.org/pubwrk/solid.htm
CAR,CAR464,"Noblehurst Farms, Inc.",Livestock Gas Capture/Combustion,US,[],5/18/2012,1552,0,http://N/A
CAR,CAR805,Pure Chem Domestic ODS Destruction Project #3,Ozone Depleting Substances - U.S.,US,[],5/5/2011,55730,0,http://www.purechemseparation.com
CAR,CAR832,Pure Chem Domestic ODS Destruction Project #4,Ozone Depleting Substances - U.S.,US,[],9/13/2011,30061,0,http://www.purechemseparation.com
CAR,CAR508,RCSWA Landfill GHG Project,Landfill Gas Capture/Combustion,US,[],5/2/2012,41463,0,http://www.raleigh-swa.org
CAR,CAR883,RemTec International ODS Destruction Domestic Project #2,Ozone Depleting Substances - U.S.,US,[],11/1/2011,41538,0,http://www.remtec.net
CAR,CAR691,RemTec International ODS Destruction Import Project #1,Ozone Depleting Substances - Article 5 Imports,US,[],6/23/2011,1272689,0,http://www.remtec.net
CAR,CAR855,Ridgecrest Dairy,Livestock Gas Capture/Combustion,US,[],9/25/2012,362,0,
CAR,CAR426,Robeson County Landfill,Landfill Gas Capture/Combustion,US,[],11/13/2012,28772,0,
CAR,CAR885,Will-O-Crest Farms Livestock Project,Livestock Gas Capture/Combustion,US,[],9/25/2012,387,0,
CAR,CAR486,Worcester County Central Landfill Gas-to-Energy Project,Landfill Gas Capture/Combustion,US,[],4/4/2012,20625,0,
CAR,CAR795,WSO 2011 1,Ozone Depleting Substances - U.S.,US,[],6/30/2011,33097,0,
CAR,CAR424,Chautauqua County,Landfill Gas Capture/Combustion,US,[],9/27/2010,66880,0,http://79.319016
CAR,CAR480,Colebrook Landfill,Landfill Gas Capture/Combustion,US,[],6/15/2011,9435,0,
CAR,CAR597,Coolgas India ODS project 2,Ozone Depleting Substances - Article 5 Imports,US,[],10/27/2010,551802,0,
CAR,CAR513,Finney County Landfill Gas Destruction,Landfill Gas Capture/Combustion,US,[],4/1/2011,1123,0,
CAR,CAR399,Granger Decatur Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,US,[],5/23/2011,33763,0,
CAR,CAR454,New River Regional Landfill,Landfill Gas Capture/Combustion,US,[],10/13/2010,16916,0,
CAR,CAR781,Pure Chem Domestic ODS Destruction Project #2,Ozone Depleting Substances - U.S.,US,[],12/17/2010,35437,0,http://www.purechemseparation.com
CAR,CAR430,RPH Ranch,Conservation-Based Forest Management,US,[],10/2/2012,12117,0,http://craigblenco@gmail.com
CAR,CAR580,Tollenaar Holsteins Dairy Manure Anaerobic Digester,Livestock Gas Capture/Combustion,US,[],3/8/2013,2176,0,
CAR,CAR448,Tri-Community Recycling and Sanitary Landfill,Landfill Gas Capture/Combustion,US,[],11/11/2011,4091,0,
CAR,CAR501,Windsor-Bloomfield Methane Reduction Project,Landfill Gas Capture/Combustion,US,[],4/1/2011,20830,0,
CAR,CAR507,City of Lee's Summit Resource Recovery Park,Landfill Gas Capture/Combustion,US,[],8/2/2010,5548,0,
CAR,CAR596,Coolgas India ODS Project 1,Ozone Depleting Substances - Article 5 Imports,US,[],5/14/2010,683087,0,http://www.coolgas.com
CAR,CAR578,Cottonwood Dairy Organic Waste Digestion Project,Organic Waste Digestion,US,[],3/25/2011,18858,0,
CAR,CAR397,"Intrepid Technology Resources, Inc. Anaerobic Digester at the Westpoint Dairy",Livestock Gas Capture/Combustion,US,[],2/27/2009,9303,0,
CAR,CAR396,"Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm",Livestock Gas Capture/Combustion,US,[],2/27/2009,17067,0,
